step,p,reward_timestamp,mean_reward,mean_r_pub,mean_r_pri,learning_rate,update_timestamp,update_seconds,kl
726,30,2026-08-15T13:08:16.318+08:00,0.113427,0.161582,0.040972,6.9641322e-06,2026-08-15T13:08:24.477+08:00,8.153,0.6909642219543457
727,30,2026-08-15T13:08:30.757+08:00,0.141603,0.327323,0.200658,6.9641322e-06,2026-08-15T13:08:38.910+08:00,8.147,1.0150303840637207
728,30,2026-08-15T13:08:44.970+08:00,0.182582,0.201844,0.06891,6.9641322e-06,2026-08-15T13:08:53.134+08:00,8.158,1.2870005369186401
729,30,2026-08-15T13:08:59.253+08:00,0.06231,0.146453,0.062277,6.9641322e-06,2026-08-15T13:09:07.409+08:00,8.151,-0.8305263519287109
730,30,2026-08-15T13:09:13.663+08:00,0.074915,0.173805,0.145513,6.9641322e-06,2026-08-15T13:09:21.826+08:00,8.158,2.0738182067871094
731,30,2026-08-15T13:09:28.092+08:00,0.157702,0.257697,0.111111,6.9641322e-06,2026-08-15T13:09:36.238+08:00,8.14,-0.8357649445533752
732,30,2026-08-15T13:09:42.519+08:00,0.09179,0.15002,0.074966,6.9641322e-06,2026-08-15T13:09:50.682+08:00,8.157,0.17555487155914307
733,30,2026-08-15T13:09:56.922+08:00,0.065932,0.146302,0.133578,6.9641322e-06,2026-08-15T13:10:05.066+08:00,8.14,3.7341182231903076
734,30,2026-08-15T13:10:11.195+08:00,0.038918,0.160983,0.171131,6.9641322e-06,2026-08-15T13:10:19.351+08:00,8.15,0.36129462718963623
735,30,2026-08-15T13:10:25.472+08:00,0.368631,0.368631,0.0,6.9641322e-06,2026-08-15T13:10:33.632+08:00,8.153,-0.4377301037311554
736,30,2026-08-15T13:10:39.834+08:00,0.066913,0.225424,0.128788,6.9641322e-06,2026-08-15T13:10:47.985+08:00,8.145,1.2472420930862427
737,30,2026-08-15T13:10:54.274+08:00,0.039099,0.140972,0.0625,6.9641322e-06,2026-08-15T13:11:02.413+08:00,8.133,2.134596347808838
738,30,2026-08-15T13:11:08.567+08:00,0.09482,0.223641,0.120982,6.9641322e-06,2026-08-15T13:11:16.714+08:00,8.141,1.899975061416626
739,30,2026-08-15T13:11:22.793+08:00,0.078199,0.160111,0.064062,6.9641322e-06,2026-08-15T13:11:30.948+08:00,8.149,5.1426496505737305
740,30,2026-08-15T13:11:37.034+08:00,0.138885,0.174838,0.038061,6.9641322e-06,2026-08-15T13:11:45.188+08:00,8.149,0.8444188237190247
741,30,2026-08-15T13:11:51.820+08:00,0.034218,0.239335,0.136364,6.8944909e-06,2026-08-15T13:11:59.969+08:00,8.144,-2.0468006134033203
742,30,2026-08-15T13:12:06.028+08:00,0.050132,0.068895,0.031096,6.8944909e-06,2026-08-15T13:12:14.181+08:00,8.148,3.3930890560150146
743,30,2026-08-15T13:12:20.350+08:00,0.188508,0.261168,0.114583,6.8944909e-06,2026-08-15T13:12:28.529+08:00,8.15,-0.6046426296234131
744,30,2026-08-15T13:12:34.586+08:00,0.003643,0.126014,0.216667,6.8944909e-06,2026-08-15T13:12:42.746+08:00,8.153,1.9955558776855469
745,30,2026-08-15T13:12:48.805+08:00,0.153131,0.209201,0.075824,6.8944909e-06,2026-08-15T13:12:56.953+08:00,8.141,0.8478679656982422
746,30,2026-08-15T13:13:02.963+08:00,0.194482,0.317874,0.11875,6.8944909e-06,2026-08-15T13:13:11.118+08:00,8.15,-0.7088686227798462
747,30,2026-08-15T13:13:17.172+08:00,0.04361,0.164423,0.114583,6.8944909e-06,2026-08-15T13:13:25.322+08:00,8.144,1.082033395767212
748,30,2026-08-15T13:13:31.364+08:00,0.001768,0.196572,0.25486,6.8944909e-06,2026-08-15T13:13:39.514+08:00,8.145,-0.7765580415725708
749,30,2026-08-15T13:13:45.605+08:00,0.112374,0.299874,0.199405,6.8944909e-06,2026-08-15T13:13:53.752+08:00,8.139,-0.04753595590591431
750,30,2026-08-15T13:13:59.821+08:00,0.143611,0.214137,0.129464,6.8944909e-06,2026-08-15T13:14:07.981+08:00,8.154,3.144695520401001
751,30,2026-08-15T13:14:14.061+08:00,0.006985,0.349107,0.271875,6.8944909e-06,2026-08-15T13:14:22.206+08:00,8.139,-0.09052301943302155
752,30,2026-08-15T13:14:28.307+08:00,0.157204,0.373699,0.142857,6.8944909e-06,2026-08-15T13:14:36.447+08:00,8.135,-0.2691926956176758
753,30,2026-08-15T13:14:42.540+08:00,0.066892,0.243277,0.234167,6.8944909e-06,2026-08-15T13:14:50.694+08:00,8.148,0.7851207852363586
754,30,2026-08-15T13:14:56.768+08:00,0.097344,0.274703,0.079861,6.8944909e-06,2026-08-15T13:15:04.904+08:00,8.131,-0.22361695766448975
755,30,2026-08-15T13:15:11.012+08:00,0.187542,0.242464,0.083333,6.8944909e-06,2026-08-15T13:15:19.172+08:00,8.154,1.3135511875152588
756,30,2026-08-15T13:15:25.271+08:00,0.145223,0.206313,0.084425,6.8944909e-06,2026-08-15T13:15:33.437+08:00,8.16,2.4982705116271973
757,30,2026-08-15T13:15:39.554+08:00,0.100413,0.166389,0.046577,6.8944909e-06,2026-08-15T13:15:47.709+08:00,8.15,1.504404902458191
758,30,2026-08-15T13:15:53.823+08:00,0.023539,0.310654,0.28125,6.8944909e-06,2026-08-15T13:16:01.948+08:00,8.12,-1.5176128149032593
759,30,2026-08-15T13:16:08.120+08:00,0.065775,0.137905,0.058248,6.8944909e-06,2026-08-15T13:16:16.274+08:00,8.148,1.1589914560317993
760,30,2026-08-15T13:16:22.321+08:00,0.1464,0.263063,0.104167,6.8944909e-06,2026-08-15T13:16:30.455+08:00,8.128,1.7175981998443604
761,30,2026-08-15T13:16:36.576+08:00,0.100304,0.177422,0.070312,6.825546e-06,2026-08-15T13:16:44.721+08:00,8.139,1.449474573135376
762,30,2026-08-15T13:16:50.781+08:00,0.22516,0.269974,0.030449,6.825546e-06,2026-08-15T13:16:58.927+08:00,8.14,1.3580093383789062
763,30,2026-08-15T13:17:05.047+08:00,0.063531,0.079156,0.070565,6.825546e-06,2026-08-15T13:17:13.206+08:00,8.153,0.4813274145126343
764,30,2026-08-15T13:17:19.258+08:00,0.064886,0.22735,0.140625,6.825546e-06,2026-08-15T13:17:27.414+08:00,8.15,1.3240702152252197
765,30,2026-08-15T13:17:33.473+08:00,0.145572,0.265649,0.09375,6.825546e-06,2026-08-15T13:17:41.623+08:00,8.144,2.661910057067871
766,30,2026-08-15T13:17:47.707+08:00,0.076894,0.179573,0.29902,6.825546e-06,2026-08-15T13:17:55.854+08:00,8.142,2.492189407348633
767,30,2026-08-15T13:18:01.980+08:00,0.193765,0.193765,0.0,6.825546e-06,2026-08-15T13:18:10.143+08:00,8.158,2.049342632293701
768,30,2026-08-15T13:18:16.358+08:00,0.041634,0.180964,0.107736,6.825546e-06,2026-08-15T13:18:24.520+08:00,8.158,1.5464178323745728
769,30,2026-08-15T13:18:30.613+08:00,0.143497,0.214995,0.064583,6.825546e-06,2026-08-15T13:18:38.769+08:00,8.151,-0.858059287071228
770,30,2026-08-15T13:18:44.899+08:00,0.187506,0.197917,0.05625,6.825546e-06,2026-08-15T13:18:53.059+08:00,8.154,0.15648575127124786
771,30,2026-08-15T13:18:59.113+08:00,0.145404,0.156484,0.023438,6.825546e-06,2026-08-15T13:19:07.261+08:00,8.143,2.0046420097351074
772,30,2026-08-15T13:19:13.388+08:00,0.156124,0.235099,0.096591,6.825546e-06,2026-08-15T13:19:21.536+08:00,8.139,1.4235198497772217
773,30,2026-08-15T13:19:27.625+08:00,0.074771,0.213644,0.191964,6.825546e-06,2026-08-15T13:19:35.718+08:00,8.087,0.20198047161102295
774,30,2026-08-15T13:19:41.839+08:00,0.220555,0.345486,0.03125,6.825546e-06,2026-08-15T13:19:49.975+08:00,8.13,2.1664586067199707
775,30,2026-08-15T13:19:56.568+08:00,0.197332,0.31104,0.065865,6.825546e-06,2026-08-15T13:20:04.722+08:00,8.149,1.2966649532318115
776,30,2026-08-15T13:20:10.774+08:00,0.078648,0.263721,0.119228,6.825546e-06,2026-08-15T13:20:18.910+08:00,8.131,3.7051024436950684
777,30,2026-08-15T13:20:25.084+08:00,0.087917,0.116763,0.05,6.825546e-06,2026-08-15T13:20:33.237+08:00,8.148,0.42937567830085754
778,30,2026-08-15T13:20:39.350+08:00,0.154938,0.176678,0.095614,6.825546e-06,2026-08-15T13:20:47.492+08:00,8.136,0.6006434559822083
779,30,2026-08-15T13:20:53.516+08:00,0.089649,0.129034,0.094889,6.825546e-06,2026-08-15T13:21:01.664+08:00,8.143,2.2746710777282715
780,30,2026-08-15T13:21:07.716+08:00,0.209326,0.276997,0.0625,6.825546e-06,2026-08-15T13:21:15.864+08:00,8.143,4.673267364501953
781,30,2026-08-15T13:21:22.063+08:00,0.107891,0.17299,0.076432,6.7572905e-06,2026-08-15T13:21:30.211+08:00,8.142,2.1552064418792725
782,30,2026-08-15T13:21:36.232+08:00,0.137986,0.137986,0.0,6.7572905e-06,2026-08-15T13:21:44.392+08:00,8.155,-0.044744908809661865
783,30,2026-08-15T13:21:50.389+08:00,0.138366,0.212229,0.020313,6.7572905e-06,2026-08-15T13:21:58.539+08:00,8.144,0.8715631365776062
784,30,2026-08-15T13:22:04.691+08:00,0.081238,0.10196,0.116432,6.7572905e-06,2026-08-15T13:22:12.841+08:00,8.143,1.2801427841186523
785,30,2026-08-15T13:22:18.886+08:00,0.135734,0.185732,0.041667,6.7572905e-06,2026-08-15T13:22:27.032+08:00,8.14,-0.4500774145126343
786,30,2026-08-15T13:22:33.149+08:00,0.19789,0.414556,0.1125,6.7572905e-06,2026-08-15T13:22:41.298+08:00,8.144,1.66526198387146
787,30,2026-08-15T13:22:47.369+08:00,0.332845,0.386283,0.025,6.7572905e-06,2026-08-15T13:22:55.525+08:00,8.15,0.8033014535903931
788,30,2026-08-15T13:23:01.636+08:00,0.151671,0.292296,0.19375,6.7572905e-06,2026-08-15T13:23:09.791+08:00,8.149,-0.16651883721351624
789,30,2026-08-15T13:23:15.927+08:00,0.197768,0.197915,0.033364,6.7572905e-06,2026-08-15T13:23:24.083+08:00,8.15,1.7021048069000244
790,30,2026-08-15T13:23:30.198+08:00,0.026323,0.079749,0.083913,6.7572905e-06,2026-08-15T13:23:38.353+08:00,8.151,-1.3291079998016357
791,30,2026-08-15T13:23:44.364+08:00,0.160381,0.260195,0.0875,6.7572905e-06,2026-08-15T13:23:52.518+08:00,8.15,0.6879810094833374
792,30,2026-08-15T13:23:58.731+08:00,0.222588,0.22747,0.021577,6.7572905e-06,2026-08-15T13:24:06.896+08:00,8.162,1.981557011604309
793,30,2026-08-15T13:24:13.114+08:00,0.19186,0.19186,0.0,6.7572905e-06,2026-08-15T13:24:21.278+08:00,8.158,3.5488972663879395
794,30,2026-08-15T13:24:27.342+08:00,0.113281,0.233135,0.076042,6.7572905e-06,2026-08-15T13:24:35.492+08:00,8.146,1.792150616645813
795,30,2026-08-15T13:24:41.618+08:00,0.035976,0.067313,0.217282,6.7572905e-06,2026-08-15T13:24:49.774+08:00,8.153,1.5061063766479492
796,30,2026-08-15T13:24:55.984+08:00,0.078155,0.181696,0.09375,6.7572905e-06,2026-08-15T13:25:04.132+08:00,8.145,0.8243314027786255
797,30,2026-08-15T13:25:10.378+08:00,0.244918,0.319914,0.041667,6.7572905e-06,2026-08-15T13:25:18.523+08:00,8.141,0.7727896571159363
798,30,2026-08-15T13:25:24.564+08:00,0.12075,0.151042,0.049588,6.7572905e-06,2026-08-15T13:25:32.715+08:00,8.147,-0.9291506409645081
799,30,2026-08-15T13:25:38.953+08:00,0.175223,0.362689,0.15625,6.7572905e-06,2026-08-15T13:25:47.090+08:00,8.135,2.0614781379699707
800,30,2026-08-15T13:25:53.123+08:00,0.134096,0.390563,0.156716,6.7572905e-06,2026-08-15T13:26:01.271+08:00,8.123,1.6129505634307861
801,30,2026-08-15T13:26:07.305+08:00,0.100439,0.197421,0.052083,6.6897176e-06,2026-08-15T13:26:15.454+08:00,8.143,3.1826107501983643
802,30,2026-08-15T13:26:21.505+08:00,0.138474,0.284781,0.1875,6.6897176e-06,2026-08-15T13:26:29.651+08:00,8.141,2.878380298614502
803,30,2026-08-15T13:26:35.665+08:00,0.093517,0.216915,0.15625,6.6897176e-06,2026-08-15T13:26:43.826+08:00,8.159,1.0019617080688477
804,30,2026-08-15T13:26:49.852+08:00,0.206506,0.327556,0.125758,6.6897176e-06,2026-08-15T13:26:58.007+08:00,8.15,-0.9462071657180786
805,30,2026-08-15T13:27:04.052+08:00,0.070344,0.105136,0.055333,6.6897176e-06,2026-08-15T13:27:12.205+08:00,8.148,1.572007179260254
806,30,2026-08-15T13:27:18.308+08:00,0.283334,0.372619,0.078646,6.6897176e-06,2026-08-15T13:27:26.466+08:00,8.152,-0.6709555983543396
807,30,2026-08-15T13:27:32.506+08:00,0.117581,0.304382,0.1875,6.6897176e-06,2026-08-15T13:27:40.664+08:00,8.152,-0.07474711537361145
808,30,2026-08-15T13:27:46.741+08:00,0.19712,0.344985,0.079342,6.6897176e-06,2026-08-15T13:27:54.898+08:00,8.151,2.6664533615112305
809,30,2026-08-15T13:28:01.439+08:00,0.116548,0.116548,0.0625,6.6897176e-06,2026-08-15T13:28:09.582+08:00,8.138,-0.1010238528251648
810,30,2026-08-15T13:28:15.673+08:00,0.134897,0.23029,0.096429,6.6897176e-06,2026-08-15T13:28:23.817+08:00,8.138,1.174790382385254
811,30,2026-08-15T13:28:29.871+08:00,0.191817,0.44781,0.15625,6.6897176e-06,2026-08-15T13:28:38.007+08:00,8.13,-0.9659174680709839
812,30,2026-08-15T13:28:44.075+08:00,0.143045,0.288335,0.113782,6.6897176e-06,2026-08-15T13:28:52.212+08:00,8.132,1.4356322288513184
813,30,2026-08-15T13:28:58.290+08:00,0.087336,0.185944,0.100694,6.6897176e-06,2026-08-15T13:29:06.453+08:00,8.157,2.0339605808258057
814,30,2026-08-15T13:29:12.643+08:00,0.110551,0.152605,0.030357,6.6897176e-06,2026-08-15T13:29:20.802+08:00,8.153,1.5179874897003174
815,30,2026-08-15T13:29:26.984+08:00,0.125345,0.168409,0.038903,6.6897176e-06,2026-08-15T13:29:35.137+08:00,8.148,-0.13979235291481018
816,30,2026-08-15T13:29:41.123+08:00,0.038688,0.185714,0.104832,6.6897176e-06,2026-08-15T13:29:49.281+08:00,8.153,1.562829852104187
817,30,2026-08-15T13:29:55.275+08:00,0.064469,0.095718,0.05,6.6897176e-06,2026-08-15T13:30:03.431+08:00,8.15,1.1364690065383911
818,30,2026-08-15T13:30:09.424+08:00,0.099503,0.09984,0.000992,6.6897176e-06,2026-08-15T13:30:17.574+08:00,8.144,2.0145249366760254
819,30,2026-08-15T13:30:23.575+08:00,0.118592,0.195325,0.025,6.6897176e-06,2026-08-15T13:30:31.723+08:00,8.143,2.01345157623291
820,30,2026-08-15T13:30:37.821+08:00,0.1884,0.280788,0.053977,6.6897176e-06,2026-08-15T13:30:45.977+08:00,8.15,3.2159085273742676
821,30,2026-08-15T13:30:52.001+08:00,0.144619,0.144619,0.0,6.6228204e-06,2026-08-15T13:31:00.156+08:00,8.15,2.4768989086151123
822,30,2026-08-15T13:31:06.210+08:00,0.060623,0.15348,0.145833,6.6228204e-06,2026-08-15T13:31:14.310+08:00,8.095,2.246509313583374
823,30,2026-08-15T13:31:20.436+08:00,0.1783,0.185651,0.065341,6.6228204e-06,2026-08-15T13:31:28.585+08:00,8.143,-0.621644139289856
824,30,2026-08-15T13:31:34.702+08:00,0.273485,0.351669,0.083333,6.6228204e-06,2026-08-15T13:31:42.854+08:00,8.147,2.2003705501556396
825,30,2026-08-15T13:31:48.861+08:00,0.109735,0.174116,0.08125,6.6228204e-06,2026-08-15T13:31:56.978+08:00,8.111,-0.6221985816955566
826,30,2026-08-15T13:32:02.992+08:00,0.079459,0.22495,0.078125,6.6228204e-06,2026-08-15T13:32:11.140+08:00,8.142,0.7932894229888916
827,30,2026-08-15T13:32:17.204+08:00,0.103476,0.199358,0.097917,6.6228204e-06,2026-08-15T13:32:25.361+08:00,8.153,2.6007072925567627
828,30,2026-08-15T13:32:31.432+08:00,0.277746,0.298579,0.075,6.6228204e-06,2026-08-15T13:32:39.586+08:00,8.148,1.7494783401489258
829,30,2026-08-15T13:32:45.672+08:00,0.092601,0.188954,0.166667,6.6228204e-06,2026-08-15T13:32:53.827+08:00,8.15,1.7052565813064575
830,30,2026-08-15T13:32:59.853+08:00,0.198673,0.298333,0.104167,6.6228204e-06,2026-08-15T13:33:08.003+08:00,8.145,2.323854684829712
831,30,2026-08-15T13:33:14.083+08:00,0.202656,0.397294,0.125,6.6228204e-06,2026-08-15T13:33:22.234+08:00,8.145,0.9332108497619629
832,30,2026-08-15T13:33:28.275+08:00,0.098006,0.298992,0.201389,6.6228204e-06,2026-08-15T13:33:36.432+08:00,8.151,1.0910001993179321
833,30,2026-08-15T13:33:42.565+08:00,0.062864,0.171092,0.060308,6.6228204e-06,2026-08-15T13:33:50.718+08:00,8.148,0.7204948663711548
834,30,2026-08-15T13:33:56.863+08:00,0.127141,0.192903,0.113839,6.6228204e-06,2026-08-15T13:34:05.021+08:00,8.152,0.8550729751586914
835,30,2026-08-15T13:34:11.152+08:00,0.181242,0.242453,0.05,6.6228204e-06,2026-08-15T13:34:19.306+08:00,8.148,1.4594550132751465
836,30,2026-08-15T13:34:25.425+08:00,0.226068,0.262431,0.104167,6.6228204e-06,2026-08-15T13:34:33.575+08:00,8.145,-0.010422497987747192
837,30,2026-08-15T13:34:39.712+08:00,0.082886,0.08808,0.015625,6.6228204e-06,2026-08-15T13:34:47.870+08:00,8.152,0.8835389614105225
838,30,2026-08-15T13:34:54.035+08:00,0.09838,0.210753,0.216721,6.6228204e-06,2026-08-15T13:35:02.195+08:00,8.155,4.395018100738525
839,30,2026-08-15T13:35:08.371+08:00,0.105496,0.195774,0.125,6.6228204e-06,2026-08-15T13:35:16.529+08:00,8.155,2.1722819805145264
840,30,2026-08-15T13:35:22.597+08:00,0.118133,0.149306,0.05625,6.6228204e-06,2026-08-15T13:35:30.748+08:00,8.145,4.924846649169922
841,30,2026-08-15T13:35:36.782+08:00,0.228022,0.288068,0.033333,6.5565922e-06,2026-08-15T13:35:44.929+08:00,8.142,1.1861602067947388
842,30,2026-08-15T13:35:51.004+08:00,0.140766,0.153026,0.050595,6.5565922e-06,2026-08-15T13:35:59.150+08:00,8.141,1.9949597120285034
843,30,2026-08-15T13:36:05.222+08:00,0.066101,0.195076,0.05625,6.5565922e-06,2026-08-15T13:36:13.371+08:00,8.144,0.5023088455200195
844,30,2026-08-15T13:36:19.958+08:00,0.0302,0.0302,0.0,6.5565922e-06,2026-08-15T13:36:28.120+08:00,8.157,2.0947957038879395
845,30,2026-08-15T13:36:33.927+08:00,0.178318,0.186902,0.009453,6.5565922e-06,2026-08-15T13:36:42.097+08:00,8.164,1.3524212837219238
846,30,2026-08-15T13:36:48.382+08:00,0.133225,0.1801,0.068452,6.5565922e-06,2026-08-15T13:36:56.550+08:00,8.162,2.4126157760620117
847,30,2026-08-15T13:37:02.739+08:00,0.246904,0.356738,0.102679,6.5565922e-06,2026-08-15T13:37:10.900+08:00,8.155,1.34917151927948
848,30,2026-08-15T13:37:17.139+08:00,0.137738,0.18771,0.03766,6.5565922e-06,2026-08-15T13:37:25.287+08:00,8.145,1.4919052124023438
849,30,2026-08-15T13:37:31.507+08:00,0.050486,0.146963,0.066288,6.5565922e-06,2026-08-15T13:37:39.665+08:00,8.152,2.110058307647705
850,30,2026-08-15T13:37:45.715+08:00,0.07516,0.168014,0.122917,6.5565922e-06,2026-08-15T13:37:53.862+08:00,8.141,2.8904340267181396
851,30,2026-08-15T13:37:59.920+08:00,0.090532,0.222673,0.091667,6.5565922e-06,2026-08-15T13:38:08.068+08:00,8.143,2.129756450653076
852,30,2026-08-15T13:38:14.153+08:00,0.093344,0.239488,0.066335,6.5565922e-06,2026-08-15T13:38:22.294+08:00,8.135,1.959137201309204
853,30,2026-08-15T13:38:28.310+08:00,0.11141,0.239181,0.103053,6.5565922e-06,2026-08-15T13:38:36.466+08:00,8.15,-0.0804242491722107
854,30,2026-08-15T13:38:42.529+08:00,0.035802,0.27338,0.159269,6.5565922e-06,2026-08-15T13:38:50.683+08:00,8.148,1.5555955171585083
855,30,2026-08-15T13:38:56.784+08:00,0.026792,0.047136,0.095895,6.5565922e-06,2026-08-15T13:39:04.929+08:00,8.139,3.532289981842041
856,30,2026-08-15T13:39:11.171+08:00,0.089441,0.089441,0.010417,6.5565922e-06,2026-08-15T13:39:19.296+08:00,8.118,0.4074721336364746
857,30,2026-08-15T13:39:25.341+08:00,0.170891,0.270729,0.06994,6.5565922e-06,2026-08-15T13:39:33.509+08:00,8.151,1.9970299005508423
858,30,2026-08-15T13:39:39.591+08:00,0.109209,0.164784,0.08855,6.5565922e-06,2026-08-15T13:39:47.742+08:00,8.146,2.0417768955230713
859,30,2026-08-15T13:39:53.795+08:00,0.011811,0.250339,0.217935,6.5565922e-06,2026-08-15T13:40:01.887+08:00,8.086,-1.9607456922531128
860,30,2026-08-15T13:40:08.018+08:00,0.219048,0.219048,0.0,6.5565922e-06,2026-08-15T13:40:16.168+08:00,8.144,3.8949105739593506
861,30,2026-08-15T13:40:22.294+08:00,0.152082,0.152082,0.0,6.4910263e-06,2026-08-15T13:40:30.441+08:00,8.141,3.047844648361206
862,30,2026-08-15T13:40:36.535+08:00,0.19228,0.20029,0.020833,6.4910263e-06,2026-08-15T13:40:44.685+08:00,8.144,2.348158359527588
863,30,2026-08-15T13:40:50.806+08:00,0.243912,0.285577,0.072917,6.4910263e-06,2026-08-15T13:40:58.956+08:00,8.144,-0.5387505292892456
864,30,2026-08-15T13:41:05.067+08:00,0.032022,0.137649,0.032948,6.4910263e-06,2026-08-15T13:41:13.225+08:00,8.153,2.6381516456604004
865,30,2026-08-15T13:41:19.321+08:00,0.043983,0.09398,0.041667,6.4910263e-06,2026-08-15T13:41:27.477+08:00,8.153,1.2663573026657104
866,30,2026-08-15T13:41:33.486+08:00,0.150423,0.150423,0.022727,6.4910263e-06,2026-08-15T13:41:41.643+08:00,8.152,0.45773249864578247
867,30,2026-08-15T13:41:47.743+08:00,0.144838,0.410534,0.108333,6.4910263e-06,2026-08-15T13:41:55.896+08:00,8.148,0.00376775860786438
868,30,2026-08-15T13:42:01.959+08:00,0.164103,0.234206,0.062202,6.4910263e-06,2026-08-15T13:42:10.108+08:00,8.144,0.9647954702377319
869,30,2026-08-15T13:42:16.171+08:00,0.138402,0.286323,0.107449,6.4910263e-06,2026-08-15T13:42:24.326+08:00,8.149,2.086510419845581
870,30,2026-08-15T13:42:30.384+08:00,0.143983,0.143983,0.041667,6.4910263e-06,2026-08-15T13:42:38.537+08:00,8.147,2.0946602821350098
871,30,2026-08-15T13:42:44.624+08:00,0.137127,0.225662,0.066964,6.4910263e-06,2026-08-15T13:42:52.772+08:00,8.143,6.381902694702148
872,30,2026-08-15T13:42:58.888+08:00,0.047407,0.092035,0.15,6.4910263e-06,2026-08-15T13:43:07.047+08:00,8.153,-0.7481659650802612
873,30,2026-08-15T13:43:13.062+08:00,0.05522,0.113587,0.078571,6.4910263e-06,2026-08-15T13:43:21.222+08:00,8.155,2.6537554264068604
874,30,2026-08-15T13:43:27.364+08:00,0.019889,0.151099,0.053235,6.4910263e-06,2026-08-15T13:43:35.526+08:00,8.157,1.9575231075286865
875,30,2026-08-15T13:43:41.557+08:00,0.029955,0.131343,0.166667,6.4910263e-06,2026-08-15T13:43:49.708+08:00,8.144,2.1673531532287598
876,30,2026-08-15T13:43:55.762+08:00,0.016624,0.23113,0.207532,6.4910263e-06,2026-08-15T13:44:03.907+08:00,8.138,-0.21220725774765015
877,30,2026-08-15T13:44:09.960+08:00,0.092678,0.205987,0.151538,6.4910263e-06,2026-08-15T13:44:18.118+08:00,8.151,0.40593385696411133
878,30,2026-08-15T13:44:24.249+08:00,0.091126,0.124458,0.083333,6.4910263e-06,2026-08-15T13:44:32.412+08:00,8.156,2.6759753227233887
879,30,2026-08-15T13:44:38.962+08:00,0.112108,0.210274,0.097944,6.4910263e-06,2026-08-15T13:44:47.109+08:00,8.141,2.890169620513916
880,30,2026-08-15T13:44:53.240+08:00,0.183849,0.220833,0.033482,6.4910263e-06,2026-08-15T13:45:01.388+08:00,8.143,1.478095293045044
881,30,2026-08-15T13:45:07.518+08:00,0.057129,0.239905,0.18125,6.426116e-06,2026-08-15T13:45:15.631+08:00,8.108,6.4091339111328125
882,30,2026-08-15T13:45:21.736+08:00,0.101945,0.197662,0.131667,6.426116e-06,2026-08-15T13:45:29.894+08:00,8.152,1.456691861152649
883,30,2026-08-15T13:45:35.931+08:00,0.105038,0.181808,0.085203,6.426116e-06,2026-08-15T13:45:44.085+08:00,8.15,1.4898074865341187
884,30,2026-08-15T13:45:50.193+08:00,0.083834,0.123763,0.043561,6.426116e-06,2026-08-15T13:45:58.354+08:00,8.156,1.940033197402954
885,30,2026-08-15T13:46:04.476+08:00,0.219341,0.260985,0.059028,6.426116e-06,2026-08-15T13:46:12.630+08:00,8.148,1.630193829536438
886,30,2026-08-15T13:46:18.656+08:00,0.139137,0.156994,0.05,6.426116e-06,2026-08-15T13:46:26.803+08:00,8.141,2.409998893737793
887,30,2026-08-15T13:46:32.833+08:00,0.08152,0.158277,0.126093,6.426116e-06,2026-08-15T13:46:40.982+08:00,8.145,0.15043124556541443
888,30,2026-08-15T13:46:47.023+08:00,0.148836,0.273835,0.109375,6.426116e-06,2026-08-15T13:46:55.178+08:00,8.15,-0.8087561130523682
889,30,2026-08-15T13:47:01.268+08:00,0.094878,0.144734,0.05625,6.426116e-06,2026-08-15T13:47:09.425+08:00,8.151,2.596480369567871
890,30,2026-08-15T13:47:15.456+08:00,0.102102,0.125061,0.0875,6.426116e-06,2026-08-15T13:47:23.592+08:00,8.131,0.17213794589042664
891,30,2026-08-15T13:47:29.674+08:00,0.045065,0.132561,0.207917,6.426116e-06,2026-08-15T13:47:37.828+08:00,8.148,1.3208792209625244
892,30,2026-08-15T13:47:43.967+08:00,0.046226,0.107846,0.136103,6.426116e-06,2026-08-15T13:47:52.123+08:00,8.15,-0.019436120986938477
893,30,2026-08-15T13:47:58.170+08:00,0.033744,0.164946,0.072917,6.426116e-06,2026-08-15T13:48:06.322+08:00,8.146,0.005252242088317871
894,30,2026-08-15T13:48:12.390+08:00,0.025734,0.173562,0.141414,6.426116e-06,2026-08-15T13:48:20.522+08:00,8.126,2.497502326965332
895,30,2026-08-15T13:48:26.602+08:00,0.160787,0.160787,0.0,6.426116e-06,2026-08-15T13:48:34.753+08:00,8.145,1.8670650720596313
896,30,2026-08-15T13:48:40.873+08:00,0.182674,0.232646,0.03125,6.426116e-06,2026-08-15T13:48:49.026+08:00,8.148,1.2165104150772095
897,30,2026-08-15T13:48:55.066+08:00,0.18208,0.219578,0.041667,6.426116e-06,2026-08-15T13:49:03.217+08:00,8.146,2.305917978286743
898,30,2026-08-15T13:49:09.325+08:00,0.051279,0.122607,0.086774,6.426116e-06,2026-08-15T13:49:17.419+08:00,8.088,3.9134137630462646
899,30,2026-08-15T13:49:23.600+08:00,0.130765,0.20161,0.065694,6.426116e-06,2026-08-15T13:49:31.752+08:00,8.146,-0.6348407864570618
900,30,2026-08-15T13:49:37.841+08:00,0.25054,0.286255,0.0625,6.426116e-06,2026-08-15T13:49:45.999+08:00,8.153,-0.35579872131347656
901,30,2026-08-15T13:49:52.085+08:00,0.160092,0.195806,0.05,6.3618549e-06,2026-08-15T13:50:00.246+08:00,8.155,2.9755616188049316
902,30,2026-08-15T13:50:06.348+08:00,0.205324,0.205324,0.013393,6.3618549e-06,2026-08-15T13:50:14.514+08:00,8.159,2.133650302886963
