step,p,reward_timestamp,mean_reward,mean_r_pub,mean_r_pri,learning_rate,update_timestamp,update_seconds,kl
1579,40,2026-08-15T16:31:42.210+08:00,0.161387,0.26961,0.042857,4.5660975e-06,2026-08-15T16:31:50.377+08:00,8.161,-0.7236466407775879
1580,40,2026-08-15T16:31:56.551+08:00,0.093018,0.093018,0.0,4.5660975e-06,2026-08-15T16:32:04.733+08:00,8.175,2.136705160140991
1581,40,2026-08-15T16:32:10.978+08:00,0.102507,0.219494,0.108712,4.5204365e-06,2026-08-15T16:32:19.143+08:00,8.159,-0.4409728944301605
1582,40,2026-08-15T16:32:25.487+08:00,0.166119,0.213153,0.066239,4.5204365e-06,2026-08-15T16:32:33.603+08:00,8.11,1.8696458339691162
1583,40,2026-08-15T16:32:39.790+08:00,0.123073,0.236433,0.208333,4.5204365e-06,2026-08-15T16:32:47.954+08:00,8.158,1.4111407995224
1584,40,2026-08-15T16:32:54.075+08:00,0.021177,0.104031,0.10875,4.5204365e-06,2026-08-15T16:33:02.251+08:00,8.17,-2.0627851486206055
1585,40,2026-08-15T16:33:08.297+08:00,0.015124,0.090124,0.104167,4.5204365e-06,2026-08-15T16:33:16.475+08:00,8.172,1.6788241863250732
1586,40,2026-08-15T16:33:22.565+08:00,0.20742,0.270406,0.025887,4.5204365e-06,2026-08-15T16:33:30.729+08:00,8.159,-0.4228505790233612
1587,40,2026-08-15T16:33:36.878+08:00,0.101976,0.189476,0.041667,4.5204365e-06,2026-08-15T16:33:45.044+08:00,8.161,0.6229766607284546
1588,40,2026-08-15T16:33:51.125+08:00,0.229177,0.304167,0.027778,4.5204365e-06,2026-08-15T16:33:59.278+08:00,8.148,3.097248077392578
1589,40,2026-08-15T16:34:05.351+08:00,0.00219,0.13729,0.069514,4.5204365e-06,2026-08-15T16:34:13.515+08:00,8.158,0.6902315616607666
1590,40,2026-08-15T16:34:19.616+08:00,0.06095,0.110909,0.089286,4.5204365e-06,2026-08-15T16:34:27.771+08:00,8.149,0.2738119959831238
1591,40,2026-08-15T16:34:33.828+08:00,0.07567,0.184289,0.141105,4.5204365e-06,2026-08-15T16:34:41.979+08:00,8.145,0.9039884209632874
1592,40,2026-08-15T16:34:48.022+08:00,0.177942,0.200233,0.048611,4.5204365e-06,2026-08-15T16:34:56.187+08:00,8.159,-0.40949392318725586
1593,40,2026-08-15T16:35:02.303+08:00,0.173246,0.173246,0.013889,4.5204365e-06,2026-08-15T16:35:10.464+08:00,8.155,2.0457816123962402
1594,40,2026-08-15T16:35:16.494+08:00,0.111192,0.129979,0.058239,4.5204365e-06,2026-08-15T16:35:24.662+08:00,8.162,0.5510586500167847
1595,40,2026-08-15T16:35:30.720+08:00,0.122369,0.270583,0.191964,4.5204365e-06,2026-08-15T16:35:38.878+08:00,8.152,2.7371156215667725
1596,40,2026-08-15T16:35:44.953+08:00,0.088716,0.28241,0.138258,4.5204365e-06,2026-08-15T16:35:53.122+08:00,8.164,2.1480698585510254
1597,40,2026-08-15T16:35:59.204+08:00,0.235753,0.237083,0.005,4.5204365e-06,2026-08-15T16:36:07.366+08:00,8.154,1.456768274307251
1598,40,2026-08-15T16:36:13.432+08:00,0.014819,0.182995,0.137351,4.5204365e-06,2026-08-15T16:36:21.612+08:00,8.175,1.5902494192123413
1599,40,2026-08-15T16:36:27.793+08:00,0.016561,0.07906,0.039004,4.5204365e-06,2026-08-15T16:36:35.970+08:00,8.172,0.021877318620681763
1600,40,2026-08-15T16:36:42.026+08:00,0.248349,0.298349,0.09875,4.5204365e-06,2026-08-15T16:36:50.229+08:00,8.18,2.2032885551452637
1601,40,2026-08-15T16:36:56.412+08:00,0.060821,0.190871,0.098958,4.4752321e-06,2026-08-15T16:37:04.588+08:00,8.169,-0.015046119689941406
1602,40,2026-08-15T16:37:10.730+08:00,0.203865,0.366774,0.166815,4.4752321e-06,2026-08-15T16:37:18.910+08:00,8.174,-0.6968169212341309
1603,40,2026-08-15T16:37:25.010+08:00,0.08554,0.169347,0.103598,4.4752321e-06,2026-08-15T16:37:33.179+08:00,8.163,1.3190600872039795
1604,40,2026-08-15T16:37:39.317+08:00,0.206745,0.222365,0.025,4.4752321e-06,2026-08-15T16:37:47.474+08:00,8.151,3.1380836963653564
1605,40,2026-08-15T16:37:53.501+08:00,0.151345,0.191638,0.091071,4.4752321e-06,2026-08-15T16:38:01.675+08:00,8.168,1.722190499305725
1606,40,2026-08-15T16:38:07.764+08:00,0.129335,0.140622,0.0625,4.4752321e-06,2026-08-15T16:38:15.935+08:00,8.166,1.679527759552002
1607,40,2026-08-15T16:38:22.088+08:00,0.059513,0.18326,0.081944,4.4752321e-06,2026-08-15T16:38:30.262+08:00,8.168,1.8424582481384277
1608,40,2026-08-15T16:38:36.558+08:00,0.203479,0.328479,0.125,4.4752321e-06,2026-08-15T16:38:44.718+08:00,8.154,1.3432023525238037
1609,40,2026-08-15T16:38:50.940+08:00,0.144584,0.232116,0.098901,4.4752321e-06,2026-08-15T16:38:59.445+08:00,8.499,2.9321975708007812
1610,40,2026-08-15T16:39:05.671+08:00,0.071956,0.179097,0.072917,4.4752321e-06,2026-08-15T16:39:13.840+08:00,8.163,-0.8479771018028259
1611,40,2026-08-15T16:39:20.065+08:00,0.189264,0.295812,0.11152,4.4752321e-06,2026-08-15T16:39:28.226+08:00,8.152,2.63962721824646
1612,40,2026-08-15T16:39:34.403+08:00,0.107799,0.214913,0.09375,4.4752321e-06,2026-08-15T16:39:42.579+08:00,8.169,2.90167236328125
1613,40,2026-08-15T16:39:48.898+08:00,0.167614,0.188447,0.196429,4.4752321e-06,2026-08-15T16:39:57.047+08:00,8.144,0.35104134678840637
1614,40,2026-08-15T16:40:03.291+08:00,0.118843,0.131388,0.072917,4.4752321e-06,2026-08-15T16:40:11.457+08:00,8.159,-0.1673281192779541
1615,40,2026-08-15T16:40:17.699+08:00,0.132247,0.292857,0.1625,4.4752321e-06,2026-08-15T16:40:25.867+08:00,8.162,3.9644789695739746
1616,40,2026-08-15T16:40:32.109+08:00,0.145573,0.208073,0.063419,4.4752321e-06,2026-08-15T16:40:40.282+08:00,8.167,0.5525919795036316
1617,40,2026-08-15T16:40:46.490+08:00,0.163604,0.263477,0.020833,4.4752321e-06,2026-08-15T16:40:54.656+08:00,8.161,1.4645206928253174
1618,40,2026-08-15T16:41:00.822+08:00,0.043257,0.207083,0.215625,4.4752321e-06,2026-08-15T16:41:08.974+08:00,8.146,1.351874828338623
1619,40,2026-08-15T16:41:15.109+08:00,0.110034,0.19932,0.1375,4.4752321e-06,2026-08-15T16:41:23.276+08:00,8.161,3.12608003616333
1620,40,2026-08-15T16:41:29.369+08:00,0.000917,0.140211,0.161975,4.4752321e-06,2026-08-15T16:41:37.537+08:00,8.158,-0.34998422861099243
1621,40,2026-08-15T16:41:43.617+08:00,0.109994,0.15993,0.020833,4.4304798e-06,2026-08-15T16:41:51.791+08:00,8.166,1.1530100107192993
1622,40,2026-08-15T16:41:58.034+08:00,0.048945,0.074276,0.048475,4.4304798e-06,2026-08-15T16:42:06.207+08:00,8.167,-0.015646785497665405
1623,40,2026-08-15T16:42:12.184+08:00,0.249306,0.249306,0.0,4.4304798e-06,2026-08-15T16:42:20.355+08:00,8.165,1.9357435703277588
1624,40,2026-08-15T16:42:26.435+08:00,0.199185,0.199185,0.001812,4.4304798e-06,2026-08-15T16:42:34.595+08:00,8.155,3.2941598892211914
1625,40,2026-08-15T16:42:40.753+08:00,0.105734,0.228896,0.097782,4.4304798e-06,2026-08-15T16:42:48.923+08:00,8.164,2.048491954803467
1626,40,2026-08-15T16:42:55.052+08:00,0.134177,0.196677,0.0625,4.4304798e-06,2026-08-15T16:43:03.225+08:00,8.166,-0.8545464277267456
1627,40,2026-08-15T16:43:09.396+08:00,0.098305,0.197947,0.099107,4.4304798e-06,2026-08-15T16:43:17.562+08:00,8.161,2.204833745956421
1628,40,2026-08-15T16:43:23.596+08:00,0.169221,0.237058,0.02381,4.4304798e-06,2026-08-15T16:43:31.750+08:00,8.147,-2.309434413909912
1629,40,2026-08-15T16:43:37.900+08:00,0.001289,0.058789,0.08125,4.4304798e-06,2026-08-15T16:43:46.068+08:00,8.163,2.3788986206054688
1630,40,2026-08-15T16:43:52.101+08:00,0.051977,0.088821,0.077206,4.4304798e-06,2026-08-15T16:44:00.267+08:00,8.161,0.5173546075820923
1631,40,2026-08-15T16:44:06.397+08:00,0.006499,0.17996,0.125531,4.4304798e-06,2026-08-15T16:44:14.568+08:00,8.165,1.1171529293060303
1632,40,2026-08-15T16:44:20.692+08:00,0.226415,0.278564,0.067857,4.4304798e-06,2026-08-15T16:44:28.855+08:00,8.157,-0.0035850107669830322
1633,40,2026-08-15T16:44:34.998+08:00,0.340179,0.340179,0.0,4.4304798e-06,2026-08-15T16:44:43.149+08:00,8.145,2.386688232421875
1634,40,2026-08-15T16:44:49.334+08:00,0.199403,0.266069,0.104167,4.4304798e-06,2026-08-15T16:44:57.496+08:00,8.157,0.9336565732955933
1635,40,2026-08-15T16:45:03.632+08:00,0.241964,0.273214,0.072917,4.4304798e-06,2026-08-15T16:45:11.795+08:00,8.156,3.084872007369995
1636,40,2026-08-15T16:45:17.825+08:00,0.136762,0.201902,0.0875,4.4304798e-06,2026-08-15T16:45:25.974+08:00,8.146,1.5820666551589966
1637,40,2026-08-15T16:45:32.051+08:00,0.131599,0.161062,0.067857,4.4304798e-06,2026-08-15T16:45:40.206+08:00,8.149,2.896866798400879
1638,40,2026-08-15T16:45:46.269+08:00,0.025853,0.143085,0.175984,4.4304798e-06,2026-08-15T16:45:54.418+08:00,8.143,-0.4920545816421509
1639,40,2026-08-15T16:46:00.499+08:00,0.048097,0.090592,0.08428,4.4304798e-06,2026-08-15T16:46:08.661+08:00,8.156,2.499703884124756
1640,40,2026-08-15T16:46:14.802+08:00,0.128459,0.239024,0.150962,4.4304798e-06,2026-08-15T16:46:22.946+08:00,8.139,0.9028984308242798
1641,40,2026-08-15T16:46:29.113+08:00,0.068061,0.113155,0.101103,4.386175e-06,2026-08-15T16:46:37.280+08:00,8.162,-1.123260736465454
1642,40,2026-08-15T16:46:43.523+08:00,0.05889,0.174795,0.123214,4.386175e-06,2026-08-15T16:46:51.682+08:00,8.151,0.21499711275100708
1643,40,2026-08-15T16:46:57.883+08:00,0.088833,0.140167,0.075,4.386175e-06,2026-08-15T16:47:06.061+08:00,8.172,3.3369975090026855
1644,40,2026-08-15T16:47:12.712+08:00,0.042105,0.188025,0.164583,4.386175e-06,2026-08-15T16:47:20.869+08:00,8.151,1.4704358577728271
1645,40,2026-08-15T16:47:26.944+08:00,0.054725,0.235632,0.308333,4.386175e-06,2026-08-15T16:47:35.076+08:00,8.128,4.3021159172058105
1646,40,2026-08-15T16:47:41.156+08:00,0.140552,0.234001,0.125,4.386175e-06,2026-08-15T16:47:49.300+08:00,8.138,1.2802578210830688
1647,40,2026-08-15T16:47:55.364+08:00,0.046545,0.125605,0.125,4.386175e-06,2026-08-15T16:48:03.518+08:00,8.148,3.6022143363952637
1648,40,2026-08-15T16:48:09.610+08:00,0.123464,0.13159,0.042857,4.386175e-06,2026-08-15T16:48:17.779+08:00,8.162,0.01968631148338318
1649,40,2026-08-15T16:48:23.899+08:00,0.166277,0.18711,0.083333,4.386175e-06,2026-08-15T16:48:32.057+08:00,8.151,4.173888206481934
1650,40,2026-08-15T16:48:38.195+08:00,0.250175,0.292104,0.03125,4.386175e-06,2026-08-15T16:48:46.357+08:00,8.151,2.1247658729553223
1651,40,2026-08-15T16:48:52.586+08:00,0.191259,0.216257,0.03125,4.386175e-06,2026-08-15T16:49:00.736+08:00,8.147,0.5449385643005371
1652,40,2026-08-15T16:49:07.047+08:00,0.042327,0.091667,0.079298,4.386175e-06,2026-08-15T16:49:15.209+08:00,8.156,2.37372088432312
1653,40,2026-08-15T16:49:21.326+08:00,0.066088,0.178524,0.056548,4.386175e-06,2026-08-15T16:49:29.485+08:00,8.148,1.4586143493652344
1654,40,2026-08-15T16:49:35.598+08:00,0.166903,0.166903,0.001033,4.386175e-06,2026-08-15T16:49:43.746+08:00,8.142,1.0390925407409668
1655,40,2026-08-15T16:49:49.888+08:00,0.157639,0.157639,0.0,4.386175e-06,2026-08-15T16:49:58.045+08:00,8.15,0.4214699864387512
1656,40,2026-08-15T16:50:04.174+08:00,0.084851,0.341758,0.16369,4.386175e-06,2026-08-15T16:50:12.322+08:00,8.142,3.0490245819091797
1657,40,2026-08-15T16:50:18.495+08:00,0.024489,0.178805,0.129496,4.386175e-06,2026-08-15T16:50:26.658+08:00,8.143,1.7727380990982056
1658,40,2026-08-15T16:50:32.779+08:00,0.078694,0.109239,0.070573,4.386175e-06,2026-08-15T16:50:40.944+08:00,8.159,-0.03752073645591736
1659,40,2026-08-15T16:50:47.132+08:00,0.195833,0.195833,0.0,4.386175e-06,2026-08-15T16:50:55.295+08:00,8.157,-1.421414852142334
1660,40,2026-08-15T16:51:01.515+08:00,0.091172,0.275689,0.141964,4.386175e-06,2026-08-15T16:51:09.674+08:00,8.155,1.6171866655349731
1661,40,2026-08-15T16:51:16.054+08:00,0.030415,0.124165,0.125,4.3423133e-06,2026-08-15T16:51:24.221+08:00,8.161,0.11882990598678589
1662,40,2026-08-15T16:51:30.426+08:00,0.1535,0.166904,0.048295,4.3423133e-06,2026-08-15T16:51:38.599+08:00,8.168,-0.07418271154165268
1663,40,2026-08-15T16:51:44.889+08:00,0.091118,0.091118,0.0,4.3423133e-06,2026-08-15T16:51:53.082+08:00,8.187,1.547913670539856
1664,40,2026-08-15T16:51:59.340+08:00,0.076701,0.334483,0.113782,4.3423133e-06,2026-08-15T16:52:07.517+08:00,8.171,1.4511942863464355
1665,40,2026-08-15T16:52:13.734+08:00,0.19747,0.314126,0.139583,4.3423133e-06,2026-08-15T16:52:21.910+08:00,8.169,2.8092360496520996
1666,40,2026-08-15T16:52:28.033+08:00,0.066688,0.216687,0.102083,4.3423133e-06,2026-08-15T16:52:36.207+08:00,8.167,1.6121537685394287
1667,40,2026-08-15T16:52:42.251+08:00,0.03732,0.042371,0.010769,4.3423133e-06,2026-08-15T16:52:50.425+08:00,8.169,-1.2492461204528809
1668,40,2026-08-15T16:52:56.500+08:00,0.00191,0.183015,0.167762,4.3423133e-06,2026-08-15T16:53:04.666+08:00,8.16,0.24694573879241943
1669,40,2026-08-15T16:53:10.748+08:00,0.201432,0.201432,0.0,4.3423133e-06,2026-08-15T16:53:18.903+08:00,8.15,3.158787965774536
1670,40,2026-08-15T16:53:24.981+08:00,0.105157,0.167643,0.06886,4.3423133e-06,2026-08-15T16:53:33.136+08:00,8.149,-0.25510573387145996
1671,40,2026-08-15T16:53:39.209+08:00,0.073602,0.080547,0.069853,4.3423133e-06,2026-08-15T16:53:47.372+08:00,8.158,1.4057278633117676
1672,40,2026-08-15T16:53:53.447+08:00,0.141864,0.146018,0.041815,4.3423133e-06,2026-08-15T16:54:01.613+08:00,8.16,1.6493650674819946
1673,40,2026-08-15T16:54:07.645+08:00,0.023635,0.181862,0.145833,4.3423133e-06,2026-08-15T16:54:15.818+08:00,8.167,0.9241811037063599
1674,40,2026-08-15T16:54:21.897+08:00,0.139176,0.199864,0.100595,4.3423133e-06,2026-08-15T16:54:30.050+08:00,8.148,0.6890317797660828
1675,40,2026-08-15T16:54:36.119+08:00,0.088855,0.165198,0.10119,4.3423133e-06,2026-08-15T16:54:44.275+08:00,8.15,-0.03377598524093628
1676,40,2026-08-15T16:54:50.505+08:00,0.200017,0.25,0.025,4.3423133e-06,2026-08-15T16:54:58.673+08:00,8.162,2.535674571990967
1677,40,2026-08-15T16:55:04.778+08:00,0.145538,0.300223,0.15625,4.3423133e-06,2026-08-15T16:55:13.271+08:00,8.487,-0.0556412935256958
1678,40,2026-08-15T16:55:19.488+08:00,0.123641,0.13308,0.013477,4.3423133e-06,2026-08-15T16:55:27.659+08:00,8.165,2.013317108154297
1679,40,2026-08-15T16:55:33.735+08:00,0.135798,0.263488,0.063889,4.3423133e-06,2026-08-15T16:55:41.899+08:00,8.158,0.054296791553497314
1680,40,2026-08-15T16:55:48.013+08:00,0.219728,0.219728,0.083333,4.3423133e-06,2026-08-15T16:55:56.183+08:00,8.165,1.756304144859314
1681,40,2026-08-15T16:56:02.265+08:00,0.069256,0.110786,0.017857,4.2988901e-06,2026-08-15T16:56:10.440+08:00,8.169,-1.0287015438079834
1682,40,2026-08-15T16:56:16.495+08:00,0.058735,0.24619,0.06056,4.2988901e-06,2026-08-15T16:56:24.657+08:00,8.156,1.7520077228546143
1683,40,2026-08-15T16:56:30.702+08:00,0.077269,0.295211,0.113261,4.2988901e-06,2026-08-15T16:56:38.855+08:00,8.147,1.9406414031982422
1684,40,2026-08-15T16:56:44.944+08:00,0.162075,0.373185,0.109848,4.2988901e-06,2026-08-15T16:56:53.086+08:00,8.136,1.9805736541748047
1685,40,2026-08-15T16:56:59.223+08:00,0.161428,0.265778,0.029167,4.2988901e-06,2026-08-15T16:57:07.374+08:00,8.146,2.2885661125183105
1686,40,2026-08-15T16:57:13.557+08:00,0.147266,0.269859,0.140625,4.2988901e-06,2026-08-15T16:57:21.717+08:00,8.153,0.30679023265838623
1687,40,2026-08-15T16:57:27.954+08:00,0.213761,0.232303,0.050595,4.2988901e-06,2026-08-15T16:57:36.120+08:00,8.16,3.9159793853759766
1688,40,2026-08-15T16:57:42.180+08:00,0.111761,0.211761,0.0625,4.2988901e-06,2026-08-15T16:57:50.331+08:00,8.145,1.4392671585083008
1689,40,2026-08-15T16:57:56.454+08:00,0.109257,0.116911,0.052514,4.2988901e-06,2026-08-15T16:58:04.606+08:00,8.147,-0.03384125232696533
1690,40,2026-08-15T16:58:10.710+08:00,0.162153,0.262153,0.048077,4.2988901e-06,2026-08-15T16:58:18.842+08:00,8.126,-1.1103508472442627
1691,40,2026-08-15T16:58:24.960+08:00,0.069182,0.107463,0.093254,4.2988901e-06,2026-08-15T16:58:33.114+08:00,8.147,2.109708786010742
1692,40,2026-08-15T16:58:39.184+08:00,0.054107,0.207629,0.197917,4.2988901e-06,2026-08-15T16:58:47.327+08:00,8.137,3.5515124797821045
1693,40,2026-08-15T16:58:53.411+08:00,0.196056,0.329966,0.129216,4.2988901e-06,2026-08-15T16:59:01.562+08:00,8.146,-1.2283045053482056
1694,40,2026-08-15T16:59:07.721+08:00,0.100522,0.100895,0.001389,4.2988901e-06,2026-08-15T16:59:15.871+08:00,8.141,0.6877457499504089
1695,40,2026-08-15T16:59:21.965+08:00,0.080411,0.192911,0.1875,4.2988901e-06,2026-08-15T16:59:30.125+08:00,8.155,-2.2190113067626953
1696,40,2026-08-15T16:59:36.291+08:00,0.030476,0.295534,0.316667,4.2988901e-06,2026-08-15T16:59:44.444+08:00,8.147,-1.2255456447601318
1697,40,2026-08-15T16:59:50.509+08:00,0.12968,0.250018,0.18604,4.2988901e-06,2026-08-15T16:59:58.663+08:00,8.148,-0.33575719594955444
1698,40,2026-08-15T17:00:04.672+08:00,0.121339,0.191207,0.0375,4.2988901e-06,2026-08-15T17:00:12.836+08:00,8.158,0.44403326511383057
1699,40,2026-08-15T17:00:18.903+08:00,0.206925,0.236896,0.032594,4.2988901e-06,2026-08-15T17:00:27.061+08:00,8.152,1.5141206979751587
1700,40,2026-08-15T17:00:33.119+08:00,0.022516,0.235347,0.264583,4.2988901e-06,2026-08-15T17:00:41.276+08:00,8.151,1.243177890777588
1701,40,2026-08-15T17:00:47.337+08:00,0.018837,0.188754,0.169231,4.2559012e-06,2026-08-15T17:00:55.489+08:00,8.146,-0.6000105142593384
1702,40,2026-08-15T17:01:01.597+08:00,0.062574,0.165352,0.166667,4.2559012e-06,2026-08-15T17:01:09.735+08:00,8.134,0.9124279022216797
1703,40,2026-08-15T17:01:15.866+08:00,0.169565,0.226168,0.036685,4.2559012e-06,2026-08-15T17:01:24.021+08:00,8.15,1.6655488014221191
1704,40,2026-08-15T17:01:30.177+08:00,0.050475,0.248214,0.140828,4.2559012e-06,2026-08-15T17:01:38.336+08:00,8.153,0.5085862874984741
1705,40,2026-08-15T17:01:44.465+08:00,0.321809,0.332191,0.017857,4.2559012e-06,2026-08-15T17:01:52.621+08:00,8.151,1.2773585319519043
1706,40,2026-08-15T17:01:58.783+08:00,0.024324,0.078763,0.069853,4.2559012e-06,2026-08-15T17:02:06.939+08:00,8.15,1.710201382637024
1707,40,2026-08-15T17:02:13.047+08:00,0.131287,0.131287,0.020833,4.2559012e-06,2026-08-15T17:02:21.197+08:00,8.145,0.8412626385688782
1708,40,2026-08-15T17:02:27.260+08:00,0.079457,0.175022,0.120833,4.2559012e-06,2026-08-15T17:02:35.410+08:00,8.145,0.9563252329826355
1709,40,2026-08-15T17:02:41.476+08:00,0.174867,0.226007,0.041295,4.2559012e-06,2026-08-15T17:02:49.621+08:00,8.139,1.6042994260787964
1710,40,2026-08-15T17:02:55.708+08:00,0.063301,0.128731,0.046474,4.2559012e-06,2026-08-15T17:03:03.864+08:00,8.152,-1.662154197692871
1711,40,2026-08-15T17:03:10.061+08:00,0.177092,0.203344,0.053571,4.2559012e-06,2026-08-15T17:03:18.233+08:00,8.166,0.6763477325439453
1712,40,2026-08-15T17:03:24.902+08:00,0.39859,0.401247,0.074405,4.2559012e-06,2026-08-15T17:03:33.057+08:00,8.15,0.9626303911209106
1713,40,2026-08-15T17:03:39.369+08:00,0.147663,0.175031,0.128125,4.2559012e-06,2026-08-15T17:03:47.528+08:00,8.154,2.389166831970215
1714,40,2026-08-15T17:03:53.669+08:00,0.00382,0.080781,0.031487,4.2559012e-06,2026-08-15T17:04:01.838+08:00,8.149,2.7637100219726562
1715,40,2026-08-15T17:04:07.906+08:00,0.23484,0.312785,0.067235,4.2559012e-06,2026-08-15T17:04:16.048+08:00,8.136,2.055568218231201
1716,40,2026-08-15T17:04:22.062+08:00,0.062684,0.125692,0.127384,4.2559012e-06,2026-08-15T17:04:30.208+08:00,8.14,2.5704092979431152
1717,40,2026-08-15T17:04:36.289+08:00,0.270636,0.323331,0.059524,4.2559012e-06,2026-08-15T17:04:44.432+08:00,8.138,1.2932647466659546
1718,40,2026-08-15T17:04:50.490+08:00,0.138924,0.332623,0.197917,4.2559012e-06,2026-08-15T17:04:58.638+08:00,8.142,-0.32114845514297485
1719,40,2026-08-15T17:05:04.693+08:00,0.044656,0.046277,0.002551,4.2559012e-06,2026-08-15T17:05:12.857+08:00,8.157,2.7395730018615723
1720,40,2026-08-15T17:05:18.967+08:00,0.046882,0.067575,0.015625,4.2559012e-06,2026-08-15T17:05:27.128+08:00,8.155,1.9253666400909424
1721,40,2026-08-15T17:05:33.235+08:00,0.110146,0.17205,0.095644,4.2133422e-06,2026-08-15T17:05:41.390+08:00,8.149,2.6575875282287598
1722,40,2026-08-15T17:05:47.507+08:00,0.22803,0.269697,0.0625,4.2133422e-06,2026-08-15T17:05:55.677+08:00,8.164,1.826069712638855
1723,40,2026-08-15T17:06:01.850+08:00,0.225876,0.239084,0.015625,4.2133422e-06,2026-08-15T17:06:10.009+08:00,8.153,2.276728630065918
1724,40,2026-08-15T17:06:16.073+08:00,0.128976,0.23309,0.0625,4.2133422e-06,2026-08-15T17:06:24.223+08:00,8.144,0.4802616536617279
1725,40,2026-08-15T17:06:30.280+08:00,0.25,0.25,0.011364,4.2133422e-06,2026-08-15T17:06:38.430+08:00,8.144,-0.07562056183815002
1726,40,2026-08-15T17:06:44.542+08:00,0.140798,0.169888,0.07524,4.2133422e-06,2026-08-15T17:06:52.696+08:00,8.149,2.1773781776428223
1727,40,2026-08-15T17:06:58.755+08:00,0.026744,0.140615,0.09375,4.2133422e-06,2026-08-15T17:07:06.914+08:00,8.153,0.747787594795227
1728,40,2026-08-15T17:07:12.991+08:00,0.161208,0.219529,0.116667,4.2133422e-06,2026-08-15T17:07:21.149+08:00,8.153,0.6540092825889587
1729,40,2026-08-15T17:07:27.238+08:00,0.060908,0.259223,0.202381,4.2133422e-06,2026-08-15T17:07:35.406+08:00,8.162,0.6333788633346558
1730,40,2026-08-15T17:07:41.500+08:00,0.102329,0.182142,0.069853,4.2133422e-06,2026-08-15T17:07:49.644+08:00,8.139,1.5077253580093384
1731,40,2026-08-15T17:07:55.730+08:00,0.095747,0.132744,0.073864,4.2133422e-06,2026-08-15T17:08:03.892+08:00,8.155,-1.3121975660324097
1732,40,2026-08-15T17:08:09.914+08:00,0.240084,0.365812,0.05625,4.2133422e-06,2026-08-15T17:08:18.057+08:00,8.137,0.6332524418830872
1733,40,2026-08-15T17:08:24.087+08:00,0.075465,0.225868,0.153325,4.2133422e-06,2026-08-15T17:08:32.232+08:00,8.139,1.8575000762939453
1734,40,2026-08-15T17:08:38.350+08:00,0.018112,0.208482,0.203125,4.2133422e-06,2026-08-15T17:08:46.508+08:00,8.152,0.6603657007217407
1735,40,2026-08-15T17:08:52.597+08:00,0.093926,0.093926,0.041667,4.2133422e-06,2026-08-15T17:09:00.744+08:00,8.142,-0.1709739863872528
1736,40,2026-08-15T17:09:06.889+08:00,0.024201,0.280316,0.227564,4.2133422e-06,2026-08-15T17:09:15.042+08:00,8.148,-0.9009436368942261
1737,40,2026-08-15T17:09:21.090+08:00,0.275587,0.404484,0.081731,4.2133422e-06,2026-08-15T17:09:29.248+08:00,8.152,0.391150563955307
1738,40,2026-08-15T17:09:35.408+08:00,0.060729,0.199807,0.084821,4.2133422e-06,2026-08-15T17:09:43.559+08:00,8.145,-0.7174402475357056
1739,40,2026-08-15T17:09:49.777+08:00,0.163499,0.217071,0.15625,4.2133422e-06,2026-08-15T17:09:57.930+08:00,8.148,3.5674164295196533
1740,40,2026-08-15T17:10:04.084+08:00,0.278534,0.279306,0.003125,4.2133422e-06,2026-08-15T17:10:12.244+08:00,8.154,4.309975624084473
1741,40,2026-08-15T17:10:18.317+08:00,0.048285,0.177174,0.149436,4.1712088e-06,2026-08-15T17:10:26.464+08:00,8.142,-0.09186038374900818
1742,40,2026-08-15T17:10:32.587+08:00,0.059933,0.219194,0.057765,4.1712088e-06,2026-08-15T17:10:40.741+08:00,8.149,1.8433862924575806
1743,40,2026-08-15T17:10:46.888+08:00,0.068798,0.136199,0.113995,4.1712088e-06,2026-08-15T17:10:55.042+08:00,8.149,2.5240395069122314
1744,40,2026-08-15T17:11:01.141+08:00,0.155657,0.180794,0.007353,4.1712088e-06,2026-08-15T17:11:09.295+08:00,8.148,1.926668405532837
1745,40,2026-08-15T17:11:15.558+08:00,0.082066,0.221836,0.079167,4.1712088e-06,2026-08-15T17:11:23.700+08:00,8.136,0.9430820345878601
1746,40,2026-08-15T17:11:30.364+08:00,0.178817,0.236507,0.03125,4.1712088e-06,2026-08-15T17:11:38.501+08:00,8.131,1.1715484857559204
1747,40,2026-08-15T17:11:44.639+08:00,0.170139,0.180556,0.03125,4.1712088e-06,2026-08-15T17:11:52.799+08:00,8.155,0.22111180424690247
1748,40,2026-08-15T17:11:58.939+08:00,0.080208,0.080208,0.0,4.1712088e-06,2026-08-15T17:12:07.077+08:00,8.133,1.1138614416122437
1749,40,2026-08-15T17:12:13.301+08:00,0.106089,0.235155,0.131579,4.1712088e-06,2026-08-15T17:12:21.457+08:00,8.151,1.7060132026672363
1750,40,2026-08-15T17:12:27.555+08:00,0.106618,0.106618,0.002895,4.1712088e-06,2026-08-15T17:12:35.702+08:00,8.142,4.768845081329346
1751,40,2026-08-15T17:12:41.762+08:00,0.045069,0.307783,0.217857,4.1712088e-06,2026-08-15T17:12:49.914+08:00,8.146,1.8214037418365479
1752,40,2026-08-15T17:12:55.967+08:00,0.18321,0.19213,0.052989,4.1712088e-06,2026-08-15T17:13:04.115+08:00,8.142,0.7282822728157043
